;DateTime;Speed;FuelRate;gps_Lat;gps_Long;Duration;DeltaDistance;Acc;DayOfWeek;Seg;Acc2;cumulative_time
38;2017-09-18 13:45:38;13.9390975;1;45.44727585;-73.69488736;1.0;3.8719715277777778;0.08333693611111137;0;2.0;0.006945044920387458;1.0
39;2017-09-18 13:45:39;14.25512398;1;45.44724963;-73.69471263;1.0;3.9597566611111112;0.08778513333333324;0;2.0;0.007706229634351094;2.0
40;2017-09-18 13:45:40;14.58324794;1;45.44722734;-73.69453268;1.0;4.0509022055555555;0.09114554444444423;0;2.0;0.008307510272074157;3.0
41;2017-09-18 13:45:41;14.91814026;1;45.44720879;-73.69434762;1.0;4.14392785;0.09302564444444439;0;2.0;0.008653770524304187;4.0
42;2017-09-18 13:45:42;15.25973482;1;45.44719377;-73.69415759;1.0;4.238815227777778;0.09488737777777799;0;2.0;0.009003614461542755;5.0
43;2017-09-18 13:45:43;15.60381377;1;45.44718208;-73.69396269;1.0;4.334392713888889;0.09557748611111114;0;2.0;0.009135055851319643;6.0
44;2017-09-18 13:45:44;15.94748375;1;45.44717353;-73.69376304;1.0;4.429856597222222;0.09546388333333322;0;2.0;0.009113353021080257;7.0
45;2017-09-18 13:45:45;16.29099238;1;45.44716791;-73.69355877;1.0;4.5252756611111105;0.09541906388888854;0;2.0;0.009104797753431794;8.0
46;2017-09-18 13:45:46;16.63035471;1;45.44716503;-73.69334998;1.0;4.619542975;0.09426731388888893;0;2.0;0.00888632646782631;9.0
47;2017-09-18 13:45:47;16.96486015;1;45.44716469;-73.6931368;1.0;4.712461152777777;0.09291817777777804;0;2.0;0.008633787761542765;10.0
48;2017-09-18 13:45:48;17.29403884;1;45.44716668;-73.69291935;1.0;4.803899677777777;0.09143852499999976;0;2.0;0.00836100385417558;11.0
49;2017-09-18 13:45:49;17.61599431;1;45.44717081;-73.69269774;1.0;4.893331752777778;0.08943207500000068;0;2.0;0.007998096038805746;12.0
50;2017-09-18 13:45:50;17.92916565;1;45.44717687;-73.69247209;1.0;4.980323791666667;0.08699203888888896;0;2.0;0.007567614830045969;13.0
51;2017-09-18 13:45:51;18.23493832;1;45.44718468;-73.69224253;1.0;5.065260644444445;0.08493685277777767;0;2.0;0.007214268959793878;14.0
